,mse,mse
,mean,std
decoder,,
nobn,0.3092759327681783,0.0884379967843357
nodp,0.27054306929973676,0.06427447708856059
noreg,0.25097860188062737,0.05511283991045924
tcfnn,0.2716589224346625,0.06940311722545879
